"start_time","end_time","o3","flag_o3","o3std","flag_o3std","jd","day","time.dec","time","hour","min","date"
236.75,236.791667,9999.9,0.999,9999.9,0.999,236,2018-08-25,0.75,1080.01,18,0,2018-08-25 18:00:00
236.791667,236.833333,9999.9,0.999,9999.9,0.999,236,2018-08-25,0.79166699999999,1140.01047999999,19,0,2018-08-25 19:00:00
236.833333,236.875,9999.9,0.999,9999.9,0.999,236,2018-08-25,0.83333300000001,1200.00952000001,20,0,2018-08-25 20:00:00
236.875,236.916667,9999.9,0.999,9999.9,0.999,236,2018-08-25,0.875,1260.01,21,0,2018-08-25 21:00:00
236.916667,236.958333,9999.9,0.999,9999.9,0.999,236,2018-08-25,0.91666699999999,1320.01047999999,22,0,2018-08-25 22:00:00
236.958333,237,9999.9,0.999,9999.9,0.999,236,2018-08-25,0.95833300000001,1380.00952000001,23,0,2018-08-25 23:00:00
237,237.041667,9999.9,0.999,9999.9,0.999,237,2018-08-26,0,0.01,0,0,2018-08-26 00:00:00
237.041667,237.083333,9999.9,0.999,9999.9,0.999,237,2018-08-26,0.0416669999999897,60.0104799999851,1,0,2018-08-26 01:00:00
237.083333,237.125,9999.9,0.999,9999.9,0.999,237,2018-08-26,0.0833330000000103,120.009520000015,2,0,2018-08-26 02:00:00
237.125,237.166667,9999.9,0.999,9999.9,0.999,237,2018-08-26,0.125,180.01,3,0,2018-08-26 03:00:00
237.166667,237.208333,9999.9,0.999,9999.9,0.999,237,2018-08-26,0.16666699999999,240.010479999985,4,0,2018-08-26 04:00:00
237.208333,237.25,9999.9,0.999,9999.9,0.999,237,2018-08-26,0.20833300000001,300.009520000015,5,0,2018-08-26 05:00:00
237.25,237.291667,9999.9,0.999,9999.9,0.999,237,2018-08-26,0.25,360.01,6,0,2018-08-26 06:00:00
237.291667,237.333333,9999.9,0.999,9999.9,0.999,237,2018-08-26,0.29166699999999,420.010479999985,7,0,2018-08-26 07:00:00
237.333333,237.375,9999.9,0.999,9999.9,0.999,237,2018-08-26,0.33333300000001,480.009520000015,8,0,2018-08-26 08:00:00
237.375,237.416667,9999.9,0.999,9999.9,0.999,237,2018-08-26,0.375,540.01,9,0,2018-08-26 09:00:00
237.416667,237.458333,9999.9,0.999,9999.9,0.999,237,2018-08-26,0.41666699999999,600.010479999985,10,0,2018-08-26 10:00:00
237.458333,237.5,9999.9,0.999,9999.9,0.999,237,2018-08-26,0.45833300000001,660.009520000015,11,0,2018-08-26 11:00:00
237.5,237.541667,9999.9,0.999,9999.9,0.999,237,2018-08-26,0.5,720.01,12,0,2018-08-26 12:00:00
237.541667,237.583333,9999.9,0.999,9999.9,0.999,237,2018-08-26,0.54166699999999,780.010479999985,13,0,2018-08-26 13:00:00
237.583333,237.625,9999.9,0.999,9999.9,0.999,237,2018-08-26,0.58333300000001,840.009520000015,14,0,2018-08-26 14:00:00
237.625,237.666667,9999.9,0.999,9999.9,0.999,237,2018-08-26,0.625,900.01,15,0,2018-08-26 15:00:00
237.666667,237.708333,9999.9,0.999,9999.9,0.999,237,2018-08-26,0.66666699999999,960.010479999985,16,0,2018-08-26 16:00:00
237.708333,237.75,9999.9,0.999,9999.9,0.999,237,2018-08-26,0.70833300000001,1020.00952000001,17,0,2018-08-26 17:00:00
237.75,237.791667,9999.9,0.999,9999.9,0.999,237,2018-08-26,0.75,1080.01,18,0,2018-08-26 18:00:00
237.791667,237.833333,9999.9,0.999,9999.9,0.999,237,2018-08-26,0.79166699999999,1140.01047999999,19,0,2018-08-26 19:00:00
237.833333,237.875,9999.9,0.999,9999.9,0.999,237,2018-08-26,0.83333300000001,1200.00952000001,20,0,2018-08-26 20:00:00
237.875,237.916667,9999.9,0.999,9999.9,0.999,237,2018-08-26,0.875,1260.01,21,0,2018-08-26 21:00:00
237.916667,237.958333,9999.9,0.999,9999.9,0.999,237,2018-08-26,0.91666699999999,1320.01047999999,22,0,2018-08-26 22:00:00
237.958333,238,9999.9,0.999,9999.9,0.999,237,2018-08-26,0.95833300000001,1380.00952000001,23,0,2018-08-26 23:00:00
238,238.041667,9999.9,0.999,9999.9,0.999,238,2018-08-27,0,0.01,0,0,2018-08-27 00:00:00
238.041667,238.083333,9999.9,0.999,9999.9,0.999,238,2018-08-27,0.0416669999999897,60.0104799999851,1,0,2018-08-27 01:00:00
238.083333,238.125,9999.9,0.999,9999.9,0.999,238,2018-08-27,0.0833330000000103,120.009520000015,2,0,2018-08-27 02:00:00
238.125,238.166667,9999.9,0.999,9999.9,0.999,238,2018-08-27,0.125,180.01,3,0,2018-08-27 03:00:00
238.166667,238.208333,9999.9,0.999,9999.9,0.999,238,2018-08-27,0.16666699999999,240.010479999985,4,0,2018-08-27 04:00:00
238.208333,238.25,9999.9,0.999,9999.9,0.999,238,2018-08-27,0.20833300000001,300.009520000015,5,0,2018-08-27 05:00:00
238.25,238.291667,9999.9,0.999,9999.9,0.999,238,2018-08-27,0.25,360.01,6,0,2018-08-27 06:00:00
238.291667,238.333333,9999.9,0.999,9999.9,0.999,238,2018-08-27,0.29166699999999,420.010479999985,7,0,2018-08-27 07:00:00
238.333333,238.375,9999.9,0.999,9999.9,0.999,238,2018-08-27,0.33333300000001,480.009520000015,8,0,2018-08-27 08:00:00
238.375,238.416667,9999.9,0.999,9999.9,0.999,238,2018-08-27,0.375,540.01,9,0,2018-08-27 09:00:00
238.416667,238.458333,9999.9,0.999,9999.9,0.999,238,2018-08-27,0.41666699999999,600.010479999985,10,0,2018-08-27 10:00:00
238.458333,238.5,9999.9,0.999,9999.9,0.999,238,2018-08-27,0.45833300000001,660.009520000015,11,0,2018-08-27 11:00:00
238.5,238.541667,9999.9,0.999,9999.9,0.999,238,2018-08-27,0.5,720.01,12,0,2018-08-27 12:00:00
238.541667,238.583333,9999.9,0.999,9999.9,0.999,238,2018-08-27,0.54166699999999,780.010479999985,13,0,2018-08-27 13:00:00
238.583333,238.625,9999.9,0.999,9999.9,0.999,238,2018-08-27,0.58333300000001,840.009520000015,14,0,2018-08-27 14:00:00
238.625,238.666667,9999.9,0.999,9999.9,0.999,238,2018-08-27,0.625,900.01,15,0,2018-08-27 15:00:00
238.666667,238.708333,9999.9,0.999,9999.9,0.999,238,2018-08-27,0.66666699999999,960.010479999985,16,0,2018-08-27 16:00:00
238.708333,238.75,9999.9,0.999,9999.9,0.999,238,2018-08-27,0.70833300000001,1020.00952000001,17,0,2018-08-27 17:00:00
238.75,238.791667,9999.9,0.999,9999.9,0.999,238,2018-08-27,0.75,1080.01,18,0,2018-08-27 18:00:00
238.791667,238.833333,9999.9,0.999,9999.9,0.999,238,2018-08-27,0.79166699999999,1140.01047999999,19,0,2018-08-27 19:00:00
238.833333,238.875,9999.9,0.999,9999.9,0.999,238,2018-08-27,0.83333300000001,1200.00952000001,20,0,2018-08-27 20:00:00
238.875,238.916667,9999.9,0.999,9999.9,0.999,238,2018-08-27,0.875,1260.01,21,0,2018-08-27 21:00:00
238.916667,238.958333,9999.9,0.999,9999.9,0.999,238,2018-08-27,0.91666699999999,1320.01047999999,22,0,2018-08-27 22:00:00
238.958333,239,9999.9,0.999,9999.9,0.999,238,2018-08-27,0.95833300000001,1380.00952000001,23,0,2018-08-27 23:00:00
239,239.041667,9999.9,0.999,9999.9,0.999,239,2018-08-28,0,0.01,0,0,2018-08-28 00:00:00
239.041667,239.083333,9999.9,0.999,9999.9,0.999,239,2018-08-28,0.0416669999999897,60.0104799999851,1,0,2018-08-28 01:00:00
239.083333,239.125,9999.9,0.999,9999.9,0.999,239,2018-08-28,0.0833330000000103,120.009520000015,2,0,2018-08-28 02:00:00
239.125,239.166667,9999.9,0.999,9999.9,0.999,239,2018-08-28,0.125,180.01,3,0,2018-08-28 03:00:00
239.166667,239.208333,9999.9,0.999,9999.9,0.999,239,2018-08-28,0.16666699999999,240.010479999985,4,0,2018-08-28 04:00:00
239.208333,239.25,9999.9,0.999,9999.9,0.999,239,2018-08-28,0.20833300000001,300.009520000015,5,0,2018-08-28 05:00:00
239.25,239.291667,9999.9,0.999,9999.9,0.999,239,2018-08-28,0.25,360.01,6,0,2018-08-28 06:00:00
239.291667,239.333333,9999.9,0.999,9999.9,0.999,239,2018-08-28,0.29166699999999,420.010479999985,7,0,2018-08-28 07:00:00
239.333333,239.375,9999.9,0.999,9999.9,0.999,239,2018-08-28,0.33333300000001,480.009520000015,8,0,2018-08-28 08:00:00
239.375,239.416667,24.8,0.39,14.6,0.39,239,2018-08-28,0.375,540.01,9,0,2018-08-28 09:00:00
239.416667,239.458333,31.4,0,2.5,0,239,2018-08-28,0.41666699999999,600.010479999985,10,0,2018-08-28 10:00:00
239.458333,239.5,31.6,0,2.3,0,239,2018-08-28,0.45833300000001,660.009520000015,11,0,2018-08-28 11:00:00
239.5,239.541667,33,0,2,0,239,2018-08-28,0.5,720.01,12,0,2018-08-28 12:00:00
239.541667,239.583333,34.5,0,2.2,0,239,2018-08-28,0.54166699999999,780.010479999985,13,0,2018-08-28 13:00:00
239.583333,239.625,35.5,0,2.6,0,239,2018-08-28,0.58333300000001,840.009520000015,14,0,2018-08-28 14:00:00
239.625,239.666667,38.9,0,2.5,0,239,2018-08-28,0.625,900.01,15,0,2018-08-28 15:00:00
239.666667,239.708333,39.5,0.39,7.2,0.39,239,2018-08-28,0.66666699999999,960.010479999985,16,0,2018-08-28 16:00:00
239.708333,239.75,41.8,0,1.5,0,239,2018-08-28,0.70833300000001,1020.00952000001,17,0,2018-08-28 17:00:00
239.75,239.791667,43.3,0,1.4,0,239,2018-08-28,0.75,1080.01,18,0,2018-08-28 18:00:00
239.791667,239.833333,45.3,0,0.5,0,239,2018-08-28,0.79166699999999,1140.01047999999,19,0,2018-08-28 19:00:00
239.833333,239.875,44.2,0,1.7,0,239,2018-08-28,0.83333300000001,1200.00952000001,20,0,2018-08-28 20:00:00
239.875,239.916667,36.6,0,4.1,0,239,2018-08-28,0.875,1260.01,21,0,2018-08-28 21:00:00
239.916667,239.958333,35.9,0,3.3,0,239,2018-08-28,0.91666699999999,1320.01047999999,22,0,2018-08-28 22:00:00
239.958333,240,9999.9,0.999,9999.9,0.999,239,2018-08-28,0.95833300000001,1380.00952000001,23,0,2018-08-28 23:00:00
240,240.041667,38.5,0,1.3,0,240,2018-08-29,0,0.01,0,0,2018-08-29 00:00:00
240.041667,240.083333,39.4,0,2.2,0,240,2018-08-29,0.0416669999999897,60.0104799999851,1,0,2018-08-29 01:00:00
240.083333,240.125,39.3,0.39,2.5,0.39,240,2018-08-29,0.0833330000000103,120.009520000015,2,0,2018-08-29 02:00:00
240.125,240.166667,42.7,0,5.3,0,240,2018-08-29,0.125,180.01,3,0,2018-08-29 03:00:00
240.166667,240.208333,44.2,0.39,5.7,0.39,240,2018-08-29,0.16666699999999,240.010479999985,4,0,2018-08-29 04:00:00
240.208333,240.25,39.9,0,2.1,0,240,2018-08-29,0.20833300000001,300.009520000015,5,0,2018-08-29 05:00:00
240.25,240.291667,37.1,0,2.6,0,240,2018-08-29,0.25,360.01,6,0,2018-08-29 06:00:00
240.291667,240.333333,36.3,0,3.8,0,240,2018-08-29,0.29166699999999,420.010479999985,7,0,2018-08-29 07:00:00
240.333333,240.375,37.2,0,3.2,0,240,2018-08-29,0.33333300000001,480.009520000015,8,0,2018-08-29 08:00:00
240.375,240.416667,35.4,0,3.2,0,240,2018-08-29,0.375,540.01,9,0,2018-08-29 09:00:00
240.416667,240.458333,38.9,0,2,0,240,2018-08-29,0.41666699999999,600.010479999985,10,0,2018-08-29 10:00:00
240.458333,240.5,37.4,0,2.3,0,240,2018-08-29,0.45833300000001,660.009520000015,11,0,2018-08-29 11:00:00
240.5,240.541667,36.9,0,1.5,0,240,2018-08-29,0.5,720.01,12,0,2018-08-29 12:00:00
240.541667,240.583333,36.6,0,1.4,0,240,2018-08-29,0.54166699999999,780.010479999985,13,0,2018-08-29 13:00:00
240.583333,240.625,35.9,0,1,0,240,2018-08-29,0.58333300000001,840.009520000015,14,0,2018-08-29 14:00:00
240.625,240.666667,35.5,0,1.2,0,240,2018-08-29,0.625,900.01,15,0,2018-08-29 15:00:00
240.666667,240.708333,34.1,0,1.4,0,240,2018-08-29,0.66666699999999,960.010479999985,16,0,2018-08-29 16:00:00
240.708333,240.75,33.4,0,1.7,0,240,2018-08-29,0.70833300000001,1020.00952000001,17,0,2018-08-29 17:00:00
240.75,240.791667,32.5,0,2.9,0,240,2018-08-29,0.75,1080.01,18,0,2018-08-29 18:00:00
240.791667,240.833333,33.3,0,4.7,0,240,2018-08-29,0.79166699999999,1140.01047999999,19,0,2018-08-29 19:00:00
240.833333,240.875,38.2,0,1.9,0,240,2018-08-29,0.83333300000001,1200.00952000001,20,0,2018-08-29 20:00:00
240.875,240.916667,35,0,4.5,0,240,2018-08-29,0.875,1260.01,21,0,2018-08-29 21:00:00
240.916667,240.958333,38.3,0,2.9,0,240,2018-08-29,0.91666699999999,1320.01047999999,22,0,2018-08-29 22:00:00
240.958333,241,9999.9,0.999,9999.9,0.999,240,2018-08-29,0.95833300000001,1380.00952000001,23,0,2018-08-29 23:00:00
241,241.041667,48,0,1.3,0,241,2018-08-30,0,0.01,0,0,2018-08-30 00:00:00
241.041667,241.083333,44.9,0,5,0,241,2018-08-30,0.0416669999999897,60.0104799999851,1,0,2018-08-30 01:00:00
241.083333,241.125,44.9,0,2.6,0,241,2018-08-30,0.0833330000000103,120.009520000015,2,0,2018-08-30 02:00:00
241.125,241.166667,46.4,0,1,0,241,2018-08-30,0.125,180.01,3,0,2018-08-30 03:00:00
241.166667,241.208333,45.1,0,0.8,0,241,2018-08-30,0.16666699999999,240.010479999985,4,0,2018-08-30 04:00:00
241.208333,241.25,44.5,0.39,4.7,0.39,241,2018-08-30,0.20833300000001,300.009520000015,5,0,2018-08-30 05:00:00
241.25,241.291667,42.8,0.39,0.6,0.39,241,2018-08-30,0.25,360.01,6,0,2018-08-30 06:00:00
241.291667,241.333333,41.2,0,4.2,0,241,2018-08-30,0.29166699999999,420.010479999985,7,0,2018-08-30 07:00:00
241.333333,241.375,40.2,0,1.2,0,241,2018-08-30,0.33333300000001,480.009520000015,8,0,2018-08-30 08:00:00
241.375,241.416667,39.2,0,1.3,0,241,2018-08-30,0.375,540.01,9,0,2018-08-30 09:00:00
241.416667,241.458333,9999.9,0.999,9999.9,0.999,241,2018-08-30,0.41666699999999,600.010479999985,10,0,2018-08-30 10:00:00
241.458333,241.5,9999.9,0.999,9999.9,0.999,241,2018-08-30,0.45833300000001,660.009520000015,11,0,2018-08-30 11:00:00
241.5,241.541667,9999.9,0.999,9999.9,0.999,241,2018-08-30,0.5,720.01,12,0,2018-08-30 12:00:00
241.541667,241.583333,9999.9,0.999,9999.9,0.999,241,2018-08-30,0.54166699999999,780.010479999985,13,0,2018-08-30 13:00:00
241.583333,241.625,9999.9,0.999,9999.9,0.999,241,2018-08-30,0.58333300000001,840.009520000015,14,0,2018-08-30 14:00:00
241.625,241.666667,9999.9,0.999,9999.9,0.999,241,2018-08-30,0.625,900.01,15,0,2018-08-30 15:00:00
241.666667,241.708333,9999.9,0.999,9999.9,0.999,241,2018-08-30,0.66666699999999,960.010479999985,16,0,2018-08-30 16:00:00
241.708333,241.75,9999.9,0.999,9999.9,0.999,241,2018-08-30,0.70833300000001,1020.00952000001,17,0,2018-08-30 17:00:00
241.75,241.791667,9999.9,0.999,9999.9,0.999,241,2018-08-30,0.75,1080.01,18,0,2018-08-30 18:00:00
241.791667,241.833333,9999.9,0.999,9999.9,0.999,241,2018-08-30,0.79166699999999,1140.01047999999,19,0,2018-08-30 19:00:00
241.833333,241.875,9999.9,0.999,9999.9,0.999,241,2018-08-30,0.83333300000001,1200.00952000001,20,0,2018-08-30 20:00:00
241.875,241.916667,9999.9,0.999,9999.9,0.999,241,2018-08-30,0.875,1260.01,21,0,2018-08-30 21:00:00
241.916667,241.958333,9999.9,0.999,9999.9,0.999,241,2018-08-30,0.91666699999999,1320.01047999999,22,0,2018-08-30 22:00:00
241.958333,242,9999.9,0.999,9999.9,0.999,241,2018-08-30,0.95833300000001,1380.00952000001,23,0,2018-08-30 23:00:00
242,242.041667,9999.9,0.999,9999.9,0.999,242,2018-08-31,0,0.01,0,0,2018-08-31 00:00:00
242.041667,242.083333,9999.9,0.999,9999.9,0.999,242,2018-08-31,0.0416669999999897,60.0104799999851,1,0,2018-08-31 01:00:00
242.083333,242.125,9999.9,0.999,9999.9,0.999,242,2018-08-31,0.0833330000000103,120.009520000015,2,0,2018-08-31 02:00:00
242.125,242.166667,9999.9,0.999,9999.9,0.999,242,2018-08-31,0.125,180.01,3,0,2018-08-31 03:00:00
242.166667,242.208333,9999.9,0.999,9999.9,0.999,242,2018-08-31,0.16666699999999,240.010479999985,4,0,2018-08-31 04:00:00
242.208333,242.25,9999.9,0.999,9999.9,0.999,242,2018-08-31,0.20833300000001,300.009520000015,5,0,2018-08-31 05:00:00
242.25,242.291667,9999.9,0.999,9999.9,0.999,242,2018-08-31,0.25,360.01,6,0,2018-08-31 06:00:00
242.291667,242.333333,9999.9,0.999,9999.9,0.999,242,2018-08-31,0.29166699999999,420.010479999985,7,0,2018-08-31 07:00:00
242.333333,242.375,9999.9,0.999,9999.9,0.999,242,2018-08-31,0.33333300000001,480.009520000015,8,0,2018-08-31 08:00:00
242.375,242.416667,9999.9,0.999,9999.9,0.999,242,2018-08-31,0.375,540.01,9,0,2018-08-31 09:00:00
242.416667,242.458333,9999.9,0.999,9999.9,0.999,242,2018-08-31,0.41666699999999,600.010479999985,10,0,2018-08-31 10:00:00
242.458333,242.5,9999.9,0.999,9999.9,0.999,242,2018-08-31,0.45833300000001,660.009520000015,11,0,2018-08-31 11:00:00
242.5,242.541667,9999.9,0.999,9999.9,0.999,242,2018-08-31,0.5,720.01,12,0,2018-08-31 12:00:00
242.541667,242.583333,9999.9,0.999,9999.9,0.999,242,2018-08-31,0.54166699999999,780.010479999985,13,0,2018-08-31 13:00:00
242.583333,242.625,9999.9,0.999,9999.9,0.999,242,2018-08-31,0.58333300000001,840.009520000015,14,0,2018-08-31 14:00:00
242.625,242.666667,9999.9,0.999,9999.9,0.999,242,2018-08-31,0.625,900.01,15,0,2018-08-31 15:00:00
242.666667,242.708333,9999.9,0.999,9999.9,0.999,242,2018-08-31,0.66666699999999,960.010479999985,16,0,2018-08-31 16:00:00
242.708333,242.75,9999.9,0.999,9999.9,0.999,242,2018-08-31,0.70833300000001,1020.00952000001,17,0,2018-08-31 17:00:00
242.75,242.791667,9999.9,0.999,9999.9,0.999,242,2018-08-31,0.75,1080.01,18,0,2018-08-31 18:00:00
242.791667,242.833333,9999.9,0.999,9999.9,0.999,242,2018-08-31,0.79166699999999,1140.01047999999,19,0,2018-08-31 19:00:00
242.833333,242.875,9999.9,0.999,9999.9,0.999,242,2018-08-31,0.83333300000001,1200.00952000001,20,0,2018-08-31 20:00:00
242.875,242.916667,9999.9,0.999,9999.9,0.999,242,2018-08-31,0.875,1260.01,21,0,2018-08-31 21:00:00
242.916667,242.958333,9999.9,0.999,9999.9,0.999,242,2018-08-31,0.91666699999999,1320.01047999999,22,0,2018-08-31 22:00:00
242.958333,243,9999.9,0.999,9999.9,0.999,242,2018-08-31,0.95833300000001,1380.00952000001,23,0,2018-08-31 23:00:00
243,243.041667,9999.9,0.999,9999.9,0.999,243,2018-09-01,0,0.01,0,0,2018-09-01 00:00:00
243.041667,243.083333,9999.9,0.999,9999.9,0.999,243,2018-09-01,0.0416669999999897,60.0104799999851,1,0,2018-09-01 01:00:00
243.083333,243.125,9999.9,0.999,9999.9,0.999,243,2018-09-01,0.0833330000000103,120.009520000015,2,0,2018-09-01 02:00:00
243.125,243.166667,9999.9,0.999,9999.9,0.999,243,2018-09-01,0.125,180.01,3,0,2018-09-01 03:00:00
243.166667,243.208333,9999.9,0.999,9999.9,0.999,243,2018-09-01,0.16666699999999,240.010479999985,4,0,2018-09-01 04:00:00
243.208333,243.25,9999.9,0.999,9999.9,0.999,243,2018-09-01,0.20833300000001,300.009520000015,5,0,2018-09-01 05:00:00
243.25,243.291667,9999.9,0.999,9999.9,0.999,243,2018-09-01,0.25,360.01,6,0,2018-09-01 06:00:00
243.291667,243.333333,9999.9,0.999,9999.9,0.999,243,2018-09-01,0.29166699999999,420.010479999985,7,0,2018-09-01 07:00:00
243.333333,243.375,9999.9,0.999,9999.9,0.999,243,2018-09-01,0.33333300000001,480.009520000015,8,0,2018-09-01 08:00:00
243.375,243.416667,9999.9,0.999,9999.9,0.999,243,2018-09-01,0.375,540.01,9,0,2018-09-01 09:00:00
243.416667,243.458333,9999.9,0.999,9999.9,0.999,243,2018-09-01,0.41666699999999,600.010479999985,10,0,2018-09-01 10:00:00
243.458333,243.5,9999.9,0.999,9999.9,0.999,243,2018-09-01,0.45833300000001,660.009520000015,11,0,2018-09-01 11:00:00
243.5,243.541667,9999.9,0.999,9999.9,0.999,243,2018-09-01,0.5,720.01,12,0,2018-09-01 12:00:00
243.541667,243.583333,9999.9,0.999,9999.9,0.999,243,2018-09-01,0.54166699999999,780.010479999985,13,0,2018-09-01 13:00:00
243.583333,243.625,9999.9,0.999,9999.9,0.999,243,2018-09-01,0.58333300000001,840.009520000015,14,0,2018-09-01 14:00:00
243.625,243.666667,9999.9,0.999,9999.9,0.999,243,2018-09-01,0.625,900.01,15,0,2018-09-01 15:00:00
243.666667,243.708333,9999.9,0.999,9999.9,0.999,243,2018-09-01,0.66666699999999,960.010479999985,16,0,2018-09-01 16:00:00
243.708333,243.75,9999.9,0.999,9999.9,0.999,243,2018-09-01,0.70833300000001,1020.00952000001,17,0,2018-09-01 17:00:00
243.75,243.791667,9999.9,0.999,9999.9,0.999,243,2018-09-01,0.75,1080.01,18,0,2018-09-01 18:00:00
243.791667,243.833333,9999.9,0.999,9999.9,0.999,243,2018-09-01,0.79166699999999,1140.01047999999,19,0,2018-09-01 19:00:00
243.833333,243.875,9999.9,0.999,9999.9,0.999,243,2018-09-01,0.83333300000001,1200.00952000001,20,0,2018-09-01 20:00:00
243.875,243.916667,9999.9,0.999,9999.9,0.999,243,2018-09-01,0.875,1260.01,21,0,2018-09-01 21:00:00
243.916667,243.958333,9999.9,0.999,9999.9,0.999,243,2018-09-01,0.91666699999999,1320.01047999999,22,0,2018-09-01 22:00:00
243.958333,244,9999.9,0.999,9999.9,0.999,243,2018-09-01,0.95833300000001,1380.00952000001,23,0,2018-09-01 23:00:00
244,244.041667,9999.9,0.999,9999.9,0.999,244,2018-09-02,0,0.01,0,0,2018-09-02 00:00:00
244.041667,244.083333,9999.9,0.999,9999.9,0.999,244,2018-09-02,0.0416669999999897,60.0104799999851,1,0,2018-09-02 01:00:00
244.083333,244.125,9999.9,0.999,9999.9,0.999,244,2018-09-02,0.0833330000000103,120.009520000015,2,0,2018-09-02 02:00:00
244.125,244.166667,9999.9,0.999,9999.9,0.999,244,2018-09-02,0.125,180.01,3,0,2018-09-02 03:00:00
244.166667,244.208333,9999.9,0.999,9999.9,0.999,244,2018-09-02,0.16666699999999,240.010479999985,4,0,2018-09-02 04:00:00
244.208333,244.25,9999.9,0.999,9999.9,0.999,244,2018-09-02,0.20833300000001,300.009520000015,5,0,2018-09-02 05:00:00
244.25,244.291667,9999.9,0.999,9999.9,0.999,244,2018-09-02,0.25,360.01,6,0,2018-09-02 06:00:00
244.291667,244.333333,9999.9,0.999,9999.9,0.999,244,2018-09-02,0.29166699999999,420.010479999985,7,0,2018-09-02 07:00:00
244.333333,244.375,9999.9,0.999,9999.9,0.999,244,2018-09-02,0.33333300000001,480.009520000015,8,0,2018-09-02 08:00:00
244.375,244.416667,9999.9,0.999,9999.9,0.999,244,2018-09-02,0.375,540.01,9,0,2018-09-02 09:00:00
244.416667,244.458333,9999.9,0.999,9999.9,0.999,244,2018-09-02,0.41666699999999,600.010479999985,10,0,2018-09-02 10:00:00
244.458333,244.5,9999.9,0.999,9999.9,0.999,244,2018-09-02,0.45833300000001,660.009520000015,11,0,2018-09-02 11:00:00
244.5,244.541667,9999.9,0.999,9999.9,0.999,244,2018-09-02,0.5,720.01,12,0,2018-09-02 12:00:00
244.541667,244.583333,9999.9,0.999,9999.9,0.999,244,2018-09-02,0.54166699999999,780.010479999985,13,0,2018-09-02 13:00:00
244.583333,244.625,9999.9,0.999,9999.9,0.999,244,2018-09-02,0.58333300000001,840.009520000015,14,0,2018-09-02 14:00:00
244.625,244.666667,9999.9,0.999,9999.9,0.999,244,2018-09-02,0.625,900.01,15,0,2018-09-02 15:00:00
244.666667,244.708333,9999.9,0.999,9999.9,0.999,244,2018-09-02,0.66666699999999,960.010479999985,16,0,2018-09-02 16:00:00
244.708333,244.75,9999.9,0.999,9999.9,0.999,244,2018-09-02,0.70833300000001,1020.00952000001,17,0,2018-09-02 17:00:00
244.75,244.791667,9999.9,0.999,9999.9,0.999,244,2018-09-02,0.75,1080.01,18,0,2018-09-02 18:00:00
244.791667,244.833333,9999.9,0.999,9999.9,0.999,244,2018-09-02,0.79166699999999,1140.01047999999,19,0,2018-09-02 19:00:00
244.833333,244.875,9999.9,0.999,9999.9,0.999,244,2018-09-02,0.83333300000001,1200.00952000001,20,0,2018-09-02 20:00:00
244.875,244.916667,9999.9,0.999,9999.9,0.999,244,2018-09-02,0.875,1260.01,21,0,2018-09-02 21:00:00
244.916667,244.958333,9999.9,0.999,9999.9,0.999,244,2018-09-02,0.91666699999999,1320.01047999999,22,0,2018-09-02 22:00:00
244.958333,245,9999.9,0.999,9999.9,0.999,244,2018-09-02,0.95833300000001,1380.00952000001,23,0,2018-09-02 23:00:00
245,245.041667,9999.9,0.999,9999.9,0.999,245,2018-09-03,0,0.01,0,0,2018-09-03 00:00:00
245.041667,245.083333,9999.9,0.999,9999.9,0.999,245,2018-09-03,0.0416669999999897,60.0104799999851,1,0,2018-09-03 01:00:00
245.083333,245.125,9999.9,0.999,9999.9,0.999,245,2018-09-03,0.0833330000000103,120.009520000015,2,0,2018-09-03 02:00:00
245.125,245.166667,9999.9,0.999,9999.9,0.999,245,2018-09-03,0.125,180.01,3,0,2018-09-03 03:00:00
245.166667,245.208333,9999.9,0.999,9999.9,0.999,245,2018-09-03,0.16666699999999,240.010479999985,4,0,2018-09-03 04:00:00
245.208333,245.25,9999.9,0.999,9999.9,0.999,245,2018-09-03,0.20833300000001,300.009520000015,5,0,2018-09-03 05:00:00
245.25,245.291667,9999.9,0.999,9999.9,0.999,245,2018-09-03,0.25,360.01,6,0,2018-09-03 06:00:00
245.291667,245.333333,9999.9,0.999,9999.9,0.999,245,2018-09-03,0.29166699999999,420.010479999985,7,0,2018-09-03 07:00:00
245.333333,245.375,9999.9,0.999,9999.9,0.999,245,2018-09-03,0.33333300000001,480.009520000015,8,0,2018-09-03 08:00:00
245.375,245.416667,0,0.39,0,0.39,245,2018-09-03,0.375,540.01,9,0,2018-09-03 09:00:00
245.416667,245.458333,38.5,0,2.5,0,245,2018-09-03,0.41666699999999,600.010479999985,10,0,2018-09-03 10:00:00
245.458333,245.5,42.8,0,3.7,0,245,2018-09-03,0.45833300000001,660.009520000015,11,0,2018-09-03 11:00:00
245.5,245.541667,43.8,0,2.4,0,245,2018-09-03,0.5,720.01,12,0,2018-09-03 12:00:00
245.541667,245.583333,42.2,0,3.1,0,245,2018-09-03,0.54166699999999,780.010479999985,13,0,2018-09-03 13:00:00
245.583333,245.625,40.4,0,4.2,0,245,2018-09-03,0.58333300000001,840.009520000015,14,0,2018-09-03 14:00:00
245.625,245.666667,39.8,0,4.9,0,245,2018-09-03,0.625,900.01,15,0,2018-09-03 15:00:00
245.666667,245.708333,40.8,0,3.1,0,245,2018-09-03,0.66666699999999,960.010479999985,16,0,2018-09-03 16:00:00
